Word	True	Predict
malah	ID	ID
mundur	ID	ID
.	O	O

@DanndiS	O	O
Awadewe	JV	JV
mung	JV	JV
wayang	JV	ID
,	O	O
kabeh	JV	JV
uwis	JV	JV
diatur	JV	ID
dalang	JV	JV
jarene	JV	JV
Happy	O	O
Asmara	O	O
kang	ID	JV

Rela-relain	ID	ID
download	EN	EN
Twitter	O	O
lagi	ID	ID
,	O	O
buka	ID	ID
akun	ID	ID
yang	ID	ID
udah	ID	ID
lama	ID	ID
gak	ID	ID
dipake	ID	ID
demi	ID	ID
liat	ID	ID
kehebohan	ID	ID
#bibitunggul	O	ID
ya	ID	ID
boleh	ID	ID
lah	ID	ID
cukup	ID	ID
menghibur	ID	ID
,	O	O
duh	ID	ID
saya	ID	ID
mah	ID	ID
apa	ID	ID
atuh	ID	ID
bibit	ID	ID
pohon	ID	ID
gagal	ID	ID

Lhoo	ID	JV
...	O	O
lhaaa	ID	O
...	O	O
Jebulnya	MIX-ID-JV	MIX-ID-JV
@GeronimoFM	O	JV
iso	JV	JV
nyetel	JV	JV
siam	EN	JV
shade	EN	JV
to	JV	JV
...	O	O
Walah	JV	JV
...	O	O
Lah	JV	JV
kok	JV	JV
apik	JV	JV
tenan	JV	JV
🤣	O	O

@rwn_ind	O	JV
Iyo	JV	JV
sakjane	JV	JV
vdb	O	JV
sek	JV	JV
di	ID	JV
pasang	ID	JV
,	O	O
kadang	ID	ID
nganti	JV	JV
ra	JV	JV
paham	ID	JV
ole	O	JV
ki	JV	JV
strategine	MIX-ID-JV	MIX-ID-JV
piye	JV	JV

Huhuhu	O	O
gk	ID	ID
nyangka	ID	ID
,	O	O
Awalnya	ID	ID
mau	ID	ID
berhenti	ID	ID
kerja	ID	ID
di	ID	ID
semester	ID	ID
5.	O	O
Tp	ID	ID
karena	ID	ID
korona	O	ID
,	O	O
akhirnya	ID	ID
kerjaan	ID	ID
bisa	ID	ID
diremote	MIX-ID-EN	MIX-ID-EN
dan	ID	ID
masih	ID	ID
bisa	ID	ID
kerja	ID	ID
sampe	ID	ID
sekarang	ID	ID
❤	O	O

@ngalamfess	O	O
Biasae	JV	JV
penipu	ID	JV
iku	JV	JV
gae	JV	JV
btpn	O	JV
trus	JV	JV
postingane	MIX-ID-JV	MIX-ID-JV
gaiso	JV	JV
di	ID	JV
komen	ID	JV
,	O	O
marigitu	MIX-ID-JV	JV
akeh	JV	JV
acc	EN	EN
serupa	EN	JV
,	O	O
ojo	JV	JV
lali	JV	JV
segurunge	JV	JV
trf	ID	JV
cek	ID	JV
di	ID	ID
cekrekening	ID	JV
.	O	O
Oiyo	JV	JV
lek	JV	JV
regone	ID	ID
sangat	ID	ID
ga	ID	ID
masuk	ID	ID
akal	ID	ID
,	O	O
lah	JV	JV
iku	JV	JV
biasane	JV	JV
nipu	ID	JV
pisan	JV	JV
.	O	O
Aku	JV	JV
yo	JV	JV
tau	JV	JV
ketipu	ID	ID
piyama	JV	JV
😂	O	O
200rb	ID	JV
aku	JV	JV
yo	JV	JV
gomik	JV	JV
pisan	JV	JV
tp	JV	JV
hahahaha	O	O

Dari	ID	ID
kemaren	ID	ID
packing	EN	EN
udah	ID	ID
dilist	MIX-ID-EN	MIX-ID-EN
bawa	ID	ID
apa	ID	ID
aja	ID	ID
,	O	O
mau	ID	ID
brgkt	ID	ID
uda	ID	ID
feeling	EN	EN
kek	ID	ID
ada	ID	ID
yg	ID	ID
blm	ID	ID
masuk	ID	ID
koper	ID	ID
Uda	ID	ID
ngecek	ID	ID
2x	O	O
tetep	ID	ID
ga	ID	ID
nemu	ID	ID
apa	ID	ID
yg	ID	ID
ketinggalan	ID	ID
Pas	ID	ID
uda	ID	ID
di	ID	ID
kereta	ID	ID
baru	ID	ID
sadar	ID	ID
kalo	ID	ID
mukena	ID	ID
yg	ID	ID
ketinggalan	ID	ID
😭	O	O

@TheMornin9	ID	ID
mo	ID	ID
diupgrade	MIX-ID-EN	MIX-ID-EN
aja	ID	ID
oms	EN	ID
jd	ID	ID
nano	EN	ID
sim	EN	ID
,	O	O
pengen	ID	ID
dimasukin	ID	ID
ke	ID	ID
hape	EN	EN
baru	ID	ID
soalnya	ID	ID

@IaMancante	O	ID
Gak	ID	ID
bisa	ID	ID
direply	MIX-ID-EN	MIX-ID-EN
please	EN	EN
jangan	ID	ID
bodong	ID	ID
!!	O	O

@realmadridindo1	O	O
Menang	ID	ID
ngetroll	MIX-ID-EN	MIX-ID-EN
,	O	O
kalo	ID	ID
kalah	ID	ID
ya	ID	ID
posting	EN	ID
Twice	EN	EN
,	O	O
admin	EN	EN
favorit	ID	ID
deh	ID	ID
pokoknya	ID	ID
🤣	O	O
https://t.co/ShO0x0YQ3p	O	ID

@aguspy_	O	O
Wehh	O	ID
tak	ID	ID
hapuse	MIX-ID-JV	MIX-ID-JV
aja	ID	ID
kalo	ID	ID
gitu	ID	ID
,	O	O
canda	ID	ID
doang	ID	ID
soalnya	ID	ID

@yerimaci	O	O
@zaehuyn	O	ID
SEDIH	ID	ID
HIKS	O	ID
,	O	O
DIBULLY	MIX-ID-EN	ID
TERUS	ID	ID
SAMA	ID	ID
JAEHYUN	O	ID
JLEG	ID	ID
ITU	ID	ID
😭	O	O
😭	O	O

Mbiyen	JV	JV
jaman	JV	ID
urung	JV	JV
butuh	JV	ID
duit	JV	ID
banget	JV	ID
,	O	O
mlbu	JV	JV
grup	JV	JV
loker	ID	JV
mung	JV	JV
ge	JV	JV
nggolekke	JV	JV
gawean	JV	JV
kancane	JV	JV
.	O	O
Ndang	JV	JV
saiki	JV	JV
butuh	JV	JV
duit	JV	JV
malah	JV	JV
dikick	MIX-JV-EN	MIX-JV-EN
seko	JV	JV
grup	JV	JV
.	O	O
😂	O	O
Bgstmmg	ID	JV
!	O	O
😅	O	O

@kolekshit	O	ID
Kamu	ID	ID
muslim	ID	ID
?	O	O
Kalo	ID	ID
muslim	ID	ID
banyakin	ID	ID
istighfar	ID	ID
,	O	O
sorry	EN	EN
kalo	ID	ID
keliatan	ID	ID
agamis	ID	ID
banget	ID	ID
tapi	ID	ID
ini	ID	ID
ampuh	ID	EN
.	O	O
Soalnya	ID	ID
kalo	ID	ID
iri	ID	ID
tuh	ID	ID
bener	ID	ID
bener	ID	ID
kelakuan	ID	ID
setan	ID	ID
banget	ID	ID
karna	ID	ID
bikin	ID	ID
toxic	EN	EN
.	O	O

@andrypriyanta	O	O
Adoh	JV	JV
bang	JV	O
.	O	O
Perjalanane	MIX-ID-JV	MIX-ID-JV
soko	JV	JV
solo	O	ID
baru	O	ID
hampir	ID	ID
sejam	ID	ID
setengah	ID	ID
:(	O	O

@toastcrunchie	O	O
Exhibist	EN	JV
yo	JV	JV
de	JV	O
,	O	O
sing	JV	JV
kuat	JV	JV
de	JV	O
,	O	O
akeh	JV	JV
wong	JV	JV
edan	JV	JV
saiki	JV	JV
.	O	O
tenangke	MIX-ID-JV	MIX-ID-JV
pikir	JV	JV
sik	JV	JV
.	O	O
suk	JV	JV
nek	JV	JV
ktm	JV	JV
wong	JV	JV
ngono	JV	JV
neh	JV	JV
gajul	JV	JV
kantung	JV	JV
menyane	JV	JV
ae	JV	JV

@BTS_twt	O	O
Sebelumnya	ID	ID
,	O	O
i	EN	EN
have	EN	EN
a	EN	EN
friend	EN	EN
and	EN	EN
she’s	EN	EN
my	EN	EN
roommate	EN	EN
for	EN	EN
one	EN	EN
month	EN	EN
.	O	O
Dia	ID	ID
yang	ID	ID
ngajak	ID	ID
aku	ID	ID
untuk	ID	ID
satu	ID	ID
kost	ID	ID
,	O	O
tapi	ID	ID
dia	ID	ID
yang	ID	ID
ninggalin	ID	ID
aku	ID	ID
sendiri	ID	ID
di	ID	ID
kost	ID	ID
dan	ID	ID
dia	ID	ID
pindah	ID	ID
ke	ID	ID
kostan	ID	ID
lain	ID	ID
.	O	O
Aku	ID	ID
sudah	ID	ID
tanya	ID	ID
ke	ID	ID
dia	ID	ID
kok	ID	ID
yoon	O	ID
,	O	O
apa	ID	ID
aku	ID	ID
ada	ID	ID
salah	ID	ID
.	O	O
But	ID	EN
,	O	O
dia	ID	ID
jawab	ID	ID
nggak	ID	ID
ada	ID	ID
kok	ID	ID
.	O	O

ngakakkk	ID	ID
bgt	ID	ID
gatau	ID	ID
caranya	ID	ID
ngepin	MIX-ID-EN	MIX-ID-EN
tweet	EN	EN
di	ID	ID
space	EN	ID
😭	O	O
🙏	O	O
🏻	O	O

Terlepas	ID	ID
dr	ID	ID
itu	ID	ID
keputusan2	ID	ID
wasit	ID	ID
ini	ID	ID
geblek	ID	ID
juga	ID	ID
..	O	O
pelanggaran	ID	ID
last	EN	EN
man	EN	O
standing	EN	EN
vs	EN	EN
Lukaku	O	EN
gak	ID	ID
kartu	ID	ID
merah	ID	ID
,	O	O
handball	EN	EN
jelas	ID	ID
bgt	ID	ID
juga	ID	ID
gak	ID	ID
pinalty	EN	ID
+	O	O
kuning	ID	ID
kedua	ID	ID
😂	O	O
gak	ID	ID
ngecek	ID	ID
VAR	EN	ID
lagi	ID	ID
..	O	O
biar	ID	ID
match	EN	EN
seru	ID	ID
?	O	O
We	EN	EN
do	EN	EN
n't	EN	EN
need	EN	EN
seru	ID	ID
,	O	O
we	EN	EN
need	EN	EN
a	EN	EN
better	EN	EN
luck	EN	EN
~	O	O

Disuruh	ID	ID
kirim	ID	ID
dm	EN	EN
padahal	ID	ID
dm	EN	EN
sebelumnya	ID	ID
ga	ID	ID
dijawab	ID	ID
,	O	O
diaccept	MIX-ID-EN	MIX-ID-EN
aja	ID	ID
kaga	ID	ID
gjls	ID	ID

@ikhul	O	ID
@jawasastra	O	ID
Pertama	ID	ID
mlebu	JV	ID
suroboyo	O	O
,	O	O
di	JV	ID
takoni	JV	ID
mbek	JV	JV
penjuale	MIX-ID-JV	MIX-ID-JV
"	O	O
iwake	JV	JV
opo	JV	JV
mas	JV	JV
?"	O	O
Aku	JV	JV
bingung	JV	ID
le	JV	JV
njawab	JV	JV
,	O	O
arep	JV	JV
tak	JV	JV
jawab	JV	ID
iwak	JV	ID
nila	JV	O
wedi	JV	JV
salah	JV	JV
,	O	O
jebul	JV	JV
iwak	JV	JV
ki	JV	JV
maksude	JV	JV
lawuhe	JV	JV
opo	JV	JV
Wkwkwk	O	O

Udah	ID	ID
hopeless	EN	EN
bgt	ID	ID
lah	ID	ID
,	O	O
serah	ID	ID
mo	ID	ID
ga	ID	ID
lewat	ID	ID
rt	EN	EN
deals	EN	EN
lewat	ID	ID
gw	ID	ID
done	EN	EN
with	EN	EN
u	EN	EN
.	O	O
Cukup	ID	ID
sy	ID	ID
stresnya	ID	ID
.	O	O
Ga	ID	ID
lagi	ID	ID
.	O	O

@aqu_mpushink	O	O
@laragives	O	O
@hourlyprize	O	EN
he	JV	EN
lalii	JV	O
,	O	O
ulang2	ID	JV
tak	JV	JV
hapuse	MIX-ID-JV	MIX-ID-JV

@Kilo_Union	O	O
@monstreza	O	O
😂	O	O
😂	O	O
😂	O	O
tolong	ID	ID
direminder	MIX-ID-EN	MIX-ID-EN
yaaa	ID	ID

@tulong8807	O	O
@singgenatalah	O	ID
seru	ID	ID
sih	ID	ID
emamg	ID	ID
hotelnya	ID	ID
buat	ID	ID
diexplore	MIX-ID-EN	MIX-ID-EN
,	O	O
areanya	ID	ID
juga	ID	ID
sejuk	ID	ID
dan	ID	ID
rimbun	ID	ID
,	O	O
agak	ID	ID
masuk	ID	ID
dr	ID	ID
jalan	ID	ID
utama	ID	ID
.	O	O
Tapi	ID	ID
kalo	ID	ID
seru-seruan	ID	ID
nyari	ID	ID
ribut	ID	ID
sama	ID	ID
setan	ID	ID
,	O	O
engga	ID	ID
dulu	ID	ID
deh	ID	ID
..	O	O
😅	O	O

Foto	ID	ID
ini	ID	ID
tadi	ID	ID
discreenshot	MIX-ID-EN	MIX-ID-EN
pas	ID	ID
perform	EN	EN
dan	ID	ID
aku	ID	ID
ngecapture	MIX-ID-EN	ID
moment	EN	EN
di	ID	ID
mana	ID	ID
yeonjun	O	O
senyum	ID	ID
seindah	ID	ID
ini	ID	ID
ke	ID	ID
MOA	O	ID
.	O	O
Dia	ID	ID
bersyukur	ID	ID
banget	ID	ID
bisa	ID	ID
ketemu	ID	ID
MOA	O	ID
.	O	O
Senyumnya	ID	ID
aja	ID	ID
udh	ID	ID
keliatan	ID	ID
kalo	ID	ID
dia	ID	ID
sebahagia	ID	ID
itu	ID	ID
🥺	O	O
❤	O	O
https://t.co/FMlL2o4flr	O	ID

markitung	ID	ID
mari	ID	ID
kita	ID	ID
tunggu	ID	ID
doyie	ID	ID
ngebubbleeee	MIX-ID-EN	ID
.	O	O
katanya	ID	ID
mau	ID	ID
ngechat	MIX-ID-EN	MIX-ID-EN
malem	ID	ID
inii	ID	ID
wkwkwk	O	O

Aku	ID	ID
mau	ID	ID
break	EN	EN
!	O	O
|	O	O
kok	ID	ID
gt	ID	ID
?	O	O
aku	ID	ID
masih	ID	ID
sayang	ID	ID
kamu	ID	ID
,	O	O
jgn	ID	ID
seenaknya	ID	ID
mutusin	ID	ID
gitu	ID	ID
aja	ID	ID
dong	ID	ID
|	O	O
perutku	ID	ID
mules	ID	ID
aku	ID	ID
mau	ID	ID
break	EN	EN
dulu	ID	ID
|	O	O
oh	ID	ID
!!	O	O
(˘̶̀••˘̶́")	O	ID

Jadi	ID	ID
meng-halu	ID	ID
gue	ID	ID
..	O	O
Bisa	ID	ID
gak	ID	ID
sih	ID	ID
suatu	ID	ID
saat	ID	ID
nanti	ID	ID
gue	ID	ID
pengen	ID	ID
ketemu	ID	ID
P'Mew	O	ID
,	O	O
N'Gulf	O	ID
,	O	O
Ai	O	ID
Bai	O	O
,	O	O
N'Win	O	ID
disaat	ID	ID
mereka	ID	ID
gak	ID	ID
jadi	ID	ID
artis	ID	ID
😣	O	O
Kalau	ID	ID
bisa	ID	ID
ketemu	ID	ID
mereka	ID	ID
,	O	O
dan	ID	ID
mereka	ID	ID
masih	ID	ID
artis	ID	ID
kayak	ID	ID
gak	ID	ID
puas	ID	ID
aja	ID	ID
gituu	ID	ID
..	O	O
karena	ID	ID
pasti	ID	ID
di	ID	ID
batas	ID	ID
waktu	ID	ID
ketemu	ID	ID
nya	ID	ID
#curhatanfans	O	ID

Plis	EN	EN
ini	ID	ID
film	ID	ID
ku	ID	ID
kira	ID	ID
kau	ID	ID
rumah	ID	ID
ratenya	MIX-ID-EN	MIX-ID-EN
2/10	O	ID
dah	ID	ID
.	O	O
gajelas	ID	ID
banget	ID	ID
uh	O	ID
kesal	ID	ID
!	O	O

@dayeniii	O	ID
Gw	ID	ID
aja	ID	ID
sampai	ID	ID
keleyengan	ID	ID
ampir	ID	ID
masuk	ID	ID
got	ID	ID
dulu	ID	ID

ya	ID	ID
allah	O	O
mak	ID	ID
nya	ID	ID
cerita	ID	ID
anaknya	ID	ID
diajak	ID	ID
temen	ID	ID
ke	ID	ID
luar	ID	ID
kota	ID	ID
nginep	ID	ID
di	ID	ID
hotel	ID	ID
.	O	O
cerita	ID	ID
ke	ID	ID
para	ID	ID
warga	ID	ID
,	O	O
coba	ID	ID
maknya	ID	ID
tau	ID	ID
storynya	MIX-ID-EN	MIX-ID-EN
semalem	ID	ID
😭	O	O
😭	O	O
😭	O	O
apa	ID	ID
bakal	ID	ID
cerita	ID	ID
juga	ID	ID
?	O	O

wkwkwk	O	O
..	O	O
nasibbb	ID	JV
RT	EN	EN
@juwita_maharani:	O	O
Podo	JV	JV
.	O	O
Padahal	ID	ID
wis	JV	JV
direminder	MIX-JV-EN	MIX-JV-EN
.	O	O
RT	EN	EN
@jonathangilang:	O	O
Agnes	O	O
Monica	O	O
dadi	JV	JV
Zoro	O	O
...	O	O
#telatnonton	O	O
#afu	O	O

Ngapa	ID	ID
stiap	ID	ID
temen	ID	ID
bles	ID	ID
chat	EN	EN
singkat	ID	ID
atau	ID	ID
huruf	ID	ID
akhirnya	ID	ID
ga	ID	ID
pnjg	ID	ID
gua	ID	ID
slalu	ID	ID
overthingking	EN	ID
dia	ID	ID
lgi	ID	ID
marah	ID	ID
sama	ID	ID
gua	ID	ID
dia	ID	ID
lagi	ID	ID
gasuka	ID	ID
sama	ID	ID
gua	ID	ID
hfttt	O	ID
i'm	EN	EN
f	EN	O
tired	EN	EN
of	EN	EN
this	EN	EN
feeling	EN	EN

@sicepat_ekspres	O	ID
Tolong	ID	ID
direminder	MIX-ID-EN	MIX-ID-EN
kurirnya	ID	ID
min	ID	ID
,	O	O
kalau	ID	ID
memang	ID	ID
tdk	ID	ID
bisa	ID	ID
pick	EN	EN
up	EN	EN
,	O	O
tdk	ID	ID
usah	ID	ID
ditulis	ID	ID
narasi	ID	ID
seperti	ID	ID
itu	ID	ID
,	O	O
biar	ID	ID
nanti	ID	ID
otomatis	ID	ID
kurir	ID	ID
selanjutnya	ID	ID
yg	ID	ID
pick	EN	EN
up	EN	EN
,	O	O
jadi	ID	ID
kami	ID	ID
selaku	ID	ID
seller	EN	EN
tidak	ID	ID
ditanya2	ID	ID
komplen	ID	ID
gara2	ID	ID
barang	ID	ID
blm	ID	ID
siap	ID	ID
kirim	ID	ID
,	O	O
padahal	ID	ID
kurirnya	ID	ID
yg	ID	ID
tidak	ID	ID
muncul	ID	ID
pick	EN	EN
up	EN	EN
barang	ID	ID
.	O	O
Thx	EN	ID
.	O	O

@agusiryanto	O	O
mas	O	ID
agus	O	O
,	O	O
yen	JV	JV
dasine	JV	JV
wis	JV	JV
ketemu	JV	ID
sekalian	ID	ID
langsung	ID	ID
dimasuke	MIX-ID-JV	MIX-ID-JV
tas	ID	JV
ya	ID	ID
,	O	O
soale	JV	JV
besok	ID	ID
ana	JV	JV
jame	JV	ID
pak	O	O
durnadi	O	ID
.	O	O
hehe	O	O

@RGazara	O	O
what	EN	EN
?	O	O
aja	JV	ID
ngawur	JV	JV
koe	JV	JV
han	O	O
-____-	O	O

@ndagels	O	ID
bener	ID	ID
pack	ID	EN
tgl	ID	ID
30	O	O
sore	ID	ID
order	ID	ID
,	O	O
tgl	ID	ID
31	O	O
maghrib	ID	JV
wes	JV	JV
tekan	JV	JV
orderane	MIX-ID-JV	MIX-ID-JV
😭	O	O
🙏	O	O

kalo	ID	ID
sekelas	ID	ID
hyunjin	O	ID
ratenya	MIX-ID-EN	MIX-ID-EN
kira	ID	ID
kira	ID	ID
brp	ID	ID
ya	ID	ID
sekali	ID	ID
post	EN	EN

Today's	EN	O
tarawih	ID	EN
I	EN	EN
made	EN	EN
new	EN	EN
friends	EN	EN
!	O	O
"	O	O
Kalau	ID	ID
sholat	ID	ID
di	ID	ID
luar	ID	ID
mukenahnya	ID	ID
bisa	ID	ID
terbang	ID	ID
terbang	ID	ID
"	O	O
"	O	O
Mbak	ID	ID
sdh	ID	ID
besar	ID	ID
jd	ID	ID
sajadahnya	ID	ID
besar	ID	ID
,	O	O
aku	ID	ID
masih	ID	ID
kecil	ID	ID
ya	ID	ID
sajadahnya	ID	ID
kecil	ID	ID
"	O	O
(	O	O
literally	EN	EN
sajadah	ID	EN
dia	ID	ID
seperempat	ID	ID
dr	ID	ID
sajadahku	ID	ID
)	O	O
Tp	ID	ID
mereka	ID	ID
pinter	ID	ID
bgt	ID	ID
,	O	O
kalau	ID	ID
pas	ID	ID
sholat	ID	ID
anteng	ID	ID
.	O	O
Gemess	ID	O

Maine	JV	JV
timnas	ID	ID
Indonesia	O	O
luwih	JV	JV
apik	JV	JV
timbang	JV	JV
AS	O	EN
Roma	O	EN
.	O	O
Jujur	ID	ID
.	O	O

Seneng	ID	ID
banget	ID	ID
liat	ID	ID
mainnya	ID	ID
BakRi	O	O
,	O	O
tmbh	ID	ID
seneng	ID	ID
lagi	ID	ID
karena	ID	ID
stidaknya	ID	ID
sdh	ID	ID
ada	ID	ID
pelapis	ID	ID
dari	ID	ID
The	O	O
Minions	O	EN
yang	ID	ID
nggak	ID	ID
kalah	ID	ID
sat	O	O
set	O	O
sat	O	O
set	O	O
,	O	O
well	EN	EN
done	EN	EN
team	EN	EN
,	O	O
bring	EN	EN
back	EN	EN
the	EN	EN
title	EN	EN
🔥	O	O
🔥	O	O

@MinMinCold	O	ID
Akwkwkwkwkwkkw	O	ID
story-nya	MIX-ID-EN	MIX-ID-EN
kyk	ID	ID
minta	ID	ID
dijajanin	ID	ID
gitu	ID	ID
,	O	O
Na	O	O
🙏	O	O
🙏	O	O
🤣	O	O
🤣	O	O

@AjiJithol	O	ID
wah	JV	ID
aku	JV	ID
saiki	JV	JV
wis	JV	JV
tumpul	ID	JV
bro	EN	EN
,	O	O
jarang	ID	ID
main	ID	ID
,	O	O
wingi	JV	JV
yen	JV	JV
ra	JV	JV
mbok	JV	JV
kei	JV	EN
belas	ID	O
kasihan	ID	O
aku	JV	ID
kalah	ID	ID
telak	ID	ID
,	O	O
kacau	ID	ID
permainanku	ID	ID
...	O	O
hahaha	O	O
...	O	O

Ga	ID	ID
nyangka	ID	ID
defensenya	MIX-ID-EN	MIX-ID-EN
jombang	O	ID
keren	ID	ID
juga	ID	ID
disini	ID	ID
🥺	O	O

@zonarent	O	ID
Bisa	ID	ID
didiskusikan	ID	ID
dulu	ID	ID
kok	ID	ID
sama	ID	ID
talentnya	MIX-ID-EN	ID
,	O	O
"	O	O
kak	ID	ID
kalau	ID	ID
aku	ID	ID
mau	ID	ID
kayak	ID	ID
gini	ID	ID
kakak	ID	ID
bisa	ID	ID
gak	ID	ID
yaa	ID	ID
?	O	O
Masuknya	ID	ID
ke	ID	ID
painting	EN	ID
date	EN	EN
kahh	ID	ID
dan	ID	ID
ratenya	MIX-ID-EN	MIX-ID-EN
kena	ID	ID
berapa	ID	ID
kira	ID	ID
kiraa	ID	ID
?"	O	O

Ini	ID	ID
app	EN	EN
gojek	O	O
lemot	ID	ID
banget	ID	ID
apa	ID	ID
cm	ID	ID
punyaku	ID	ID
atau	ID	ID
yg	ID	ID
lain	ID	ID
juga	ID	ID
gitu	ID	ID
?	O	O
Ini	ID	ID
mau	ID	ID
ambil	ID	ID
voucher	EN	EN
aja	ID	ID
lama	ID	ID
banget	ID	ID
loadingnya	MIX-ID-EN	MIX-ID-EN
&	O	O
gt	O	ID
;&	O	O
lt	O	O
;	O	O

@GilangHamidy	O	O
klo	ID	ID
high	EN	EN
level	EN	EN
programming	EN	EN
,	O	O
compiler	EN	ID
pendekatannya	ID	ID
beda	ID	ID
lagi	ID	ID
.	O	O
ekspektasi	ID	ID
kita	ID	ID
ke	ID	ID
FG	EN	ID
juga	ID	ID
ngga	ID	ID
bisa	ID	ID
tinggi2	ID	ID
amat	ID	ID
.	O	O
tp	ID	ID
gw	ID	ID
setuju	ID	ID
fondasi	ID	ID
emang	ID	ID
mesti	ID	ID
kuat	ID	ID
,	O	O
paham	ID	ID
bener	ID	ID
konsep	ID	ID
OOP	EN	O
.	O	O

Gue	ID	ID
bahas	ID	ID
detail	ID	ID
mengenai	ID	ID
caranya	ID	ID
membuat	ID	ID
CV	EN	EN
yang	ID	ID
baik	ID	ID
di	ID	ID
video	ID	ID
YouTube	O	O
gue	ID	ID
yang	ID	ID
ini	ID	ID
.	O	O
Di	ID	ID
channel	EN	ID
ini	ID	ID
gue	ID	ID
juga	ID	ID
banyak	ID	ID
sharing	EN	EN
soal	ID	ID
Excel	O	ID
.	O	O
Kalo	ID	ID
belom	ID	ID
subscribe	EN	EN
,	O	O
monggo	JV	ID
bisa	ID	ID
disubscribe	MIX-ID-EN	MIX-ID-EN
supaya	ID	ID
ga	ID	ID
ketinggalan	ID	ID
konten	ID	ID
gue	ID	ID
yang	ID	ID
lain	ID	ID
.	O	O
https://t.co/WrRkvkP2B9	O	ID

eh	ID	ID
chat	EN	EN
ak	ID	ID
lagi	ID	ID
dong	ID	ID
sumpah	ID	ID
keapus	ID	ID
anjir	ID	ID
mau	ID	ID
diarchive	MIX-ID-EN	ID
doang	ID	ID
padahal	ID	ID
ih	ID	ID
belum	ID	ID
disave	MIX-ID-EN	MIX-ID-EN
contactnya	MIX-ID-EN	ID
😭	O	O

@virtuaIbase	O	EN
I	EN	EN
also	EN	EN
believe	EN	EN
that	EN	EN
I	EN	EN
suit	EN	EN
your	EN	EN
criteria	EN	EN
quite	EN	EN
well	EN	EN
!	O	O
Gimana	ID	ID
tuh	ID	ID
maksudnya	ID	ID
?	O	O
Well	EN	EN
,	O	O
for	EN	EN
example	EN	EN
,	O	O
I	EN	EN
am	EN	EN
indeed	EN	EN
a	EN	EN
switch	EN	EN
,	O	O
but	EN	EN
I	EN	EN
am	EN	EN
a	EN	EN
submissive	EN	EN
lean	EN	EN
when	EN	EN
it	EN	EN
comes	EN	EN
to	EN	EN
BxG	ID	EN
relationships	ID	EN
.	O	O
Not	EN	EN
to	EN	EN
mention	EN	EN
that	EN	EN
Daddy	EN	EN
is	EN	EN
my	EN	EN
favorite	EN	EN
endearment	EN	EN
for	EN	EN
my	EN	EN
lover	EN	EN
?	O	O
Aku	ID	ID
mau	ID	ID
Daddy	EN	ID
.	O	O
☹	O	O
(	O	O
cont	EN	EN
.	O	O
)	O	O

@TulusRitonga1	O	O
@villemaire15	O	ID
@chandramarta4	O	ID
@kompascom	O	O
Ribet	ID	ID
amat	ID	ID
idup	ID	ID
lo	ID	ID
BACOT	ID	ID
....	O	O
buktinya	ID	ID
di	ID	ID
jual	ID	ID
di	ID	ID
tokped	O	O
sama	ID	ID
Alibaba	O	ID
....	O	O
Itu	ID	ID
masih	ID	ID
raw	EN	ID
material	EN	ID
loh	ID	ID
blom	ID	ID
diolah	ID	ID

Ambil	ID	O
tiket	ID	ID
penerbangan	ID	ID
City	O	ID
Link	O	EN
dgn	ID	ID
waktu	ID	ID
tiba	ID	ID
3	O	O
jam	ID	ID
sebelum	ID	ID
acara	ID	ID
online	EN	EN
‘pun	ID	EN
belum	ID	ID
jaminan	ID	ID
aman	ID	ID
.	O	O
Krn	ID	ID
ternyata	ID	ID
didelay	MIX-ID-EN	MIX-ID-EN
3	O	O
jam	ID	ID
.	O	O
Dari	ID	ID
semalam	ID	ID
sudah	ID	ID
deg-degan	ID	ID
sih	ID	ID
krn	ID	ID
pesawatnya	ID	ID
diganti	ID	ID
.	O	O
Mana	ID	ID
pemberitahuannya	ID	ID
setelah	ID	ID
telat	ID	ID
1	O	O
jam	ID	ID
dari	ID	ID
jadwal	ID	ID
pemberangkatan	ID	ID
.	O	O
Jadi	ID	ID
tak	ID	ID
ada	ID	ID
opsi	ID	ID
lain	ID	ID
.	O	O

@yournangel	O	ID
pagi	ID	ID
my	EN	EN
angel	EN	EN

@achwannurhuda	O	O
nek	JV	JV
iso	JV	JV
aq	JV	JV
downloadke	MIX-JV-EN	MIX-JV-EN
"	O	O
Easy	EN	JV
Recovery	EN	JV
"	O	O
seng	JV	JV
anyar	JV	JV
please	EN	EN
:D	O	O
hehehhe	O	JV

@convomf	O	O
akunnya	ID	ID
ke	ID	ID
priv	EN	ID
?	O	O
atau	ID	ID
pas	ID	ID
ngetweet	MIX-ID-EN	ID
link	EN	EN
malah	ID	ID
diclose	MIX-ID-EN	MIX-ID-EN
tanda	ID	ID
silangnya	ID	ID
?	O	O

@dewapandit	O	O
@Whydn09	O	ID
@BukanPegawaiJP	O	ID
@txtdariunggan	O	ID
Astaga	ID	ID
mas	ID	ID
maksa	ID	ID
bener	ID	ID
.	O	O
Itu	ID	ID
udh	ID	ID
beda	ID	ID
role	EN	ID
lagi	ID	ID
.	O	O
Dan	ID	ID
lagi	ID	ID
ini	ID	ID
berdasarkan	ID	ID
voting	EN	ID
Jurnalis	ID	ID
,	O	O
kapten	ID	ID
dan	ID	ID
pelatih	ID	ID
