Word	True	Predict
lgsg	ID	ID
dishare	MIX-ID-EN	MIX-ID-EN
di	ID	ID
medsos	ID	ID
?	O	O
Politikus	ID	ID
koplak	ID	JV
😂	O	O
😂	O	O

Hi	EN	EN
@IndiHome	O	O
terima	ID	ID
kasih	ID	ID
sudah	ID	ID
mengisolir	ID	ID
internet	ID	ID
sy	ID	ID
karena	ID	ID
telat	ID	ID
bayar	ID	ID
1	O	O
hari	ID	ID
yah	ID	ID
,	O	O
next	EN	EN
time	EN	EN
tolong	ID	ID
sy	ID	ID
direminder	MIX-ID-EN	MIX-ID-EN
lg	ID	ID
yah	ID	ID
jgn	ID	ID
asal	ID	ID
main	ID	ID
putus	ID	ID
aja	ID	ID
.	O	O
Kalau	ID	ID
kalian	ID	ID
yg	ID	ID
eror	ID	ID
,	O	O
boro2	ID	ID
ganti	ID	ID
rugi	ID	ID
,	O	O
minta	ID	ID
maaf	ID	ID
aja	ID	ID
ga	ID	ID
.	O	O
Nah	ID	ID
sy	ID	ID
sudah	ID	ID
bayar	ID	ID
tadi	ID	ID
skrg	ID	ID
internetnya	ID	ID
tetep	ID	ID
terisolir	ID	ID
.	O	O

@Fajarsurya27	ID	O
Ayoo	JV	O
mas	O	ID
fajar	O	O
diupgrade	MIX-ID-EN	MIX-ID-EN
hape	EN	EN
nipun	JV	ID
😂	O	O

@KediriFess	O	O
Tak	ID	ID
kasih	ID	ID
kontake	MIX-ID-JV	JV
nder	EN	EN
nanti	ID	ID
penjuale	MIX-ID-JV	MIX-ID-JV
biar	ID	ID
ke	ID	ID
kantormu	ID	O
😂	O	O

Ngeprint	MIX-ID-EN	MIX-ID-EN
laporan	ID	ID
PKL	ID	EN
habis	ID	ID
400k	O	ID
.	O	O
Udah	ID	ID
bisa	ID	ID
buat	ID	ID
beli	ID	ID
album	ID	ID
itu	ID	ID
mah	ID	ID
🥺	O	O

@PT_Transjakarta	O	O
kenapa	ID	ID
sih	ID	ID
s11	O	EN
sering	ID	ID
banget	ID	ID
error	EN	EN
dan	ID	ID
ga	ID	ID
muncul	ID	ID
di	ID	ID
trafi	O	EN
?	O	O
tolong	ID	ID
dong	ID	ID
buat	ID	ID
direminder	MIX-ID-EN	MIX-ID-EN
karyawannya	ID	ID
u	ID	EN
kalibrasi	ID	ID
atau	ID	ID
wajib	ID	ID
aktifin	ID	ID
trafinya	ID	EN
:'	O	O

Bukti	ID	O
kalau	ID	ID
member	ID	ID
#OuranFamily	O	ID
yang	ID	ID
official	EN	EN
adalah	ID	ID
disubscribe	MIX-ID-EN	MIX-ID-EN
oleh	ID	ID
list	EN	JV
ini	ID	ID
https://t.co/Zkti199pig	O	JV

@ainunnajib	O	O
@mashuri09	O	O
Wah	JV	ID
iso	JV	JV
discan	MIX-JV-EN	MIX-JV-EN
yaa	JV	JV
.	O	O
OK	EN	JV

Gua	ID	ID
qrt	EN	EN
di	ID	ID
sini	ID	ID
aja	ID	ID
dah	ID	ID
anjir	ID	ID
takut	ID	ID
di	ID	ID
sebelah	ID	ID
.	O	O
Gua	ID	ID
gatau	ID	ID
gua	ID	ID
termasuk	ID	ID
sebagai	ID	ID
orang	ID	ID
yang	ID	ID
udah	ID	ID
normalize	EN	EN
mereka	ID	ID
apa	ID	ID
enggak	ID	ID
soalnya	ID	ID
i	EN	EN
do	EN	EN
have	EN	EN
a	EN	EN
lot	EN	EN
of	EN	EN
friends	EN	EN
yang	ID	ID
part	EN	EN
of	EN	EN
them	EN	EN
...	O	O
[	O	O
confused	EN	O
]	O	O
.	O	O
Tapi	ID	ID
gua	ID	ID
masih	ID	ID
percaya	ID	ID
kalo	ID	ID
lgbt	ID	EN
itu	ID	ID
dilarang	ID	EN
dan	ID	ID
nggak	ID	ID
seharusnya	ID	ID
dinormalisasikan	ID	EN
.	O	O
🤷	O	ID
🏻	O	O
‍	O	O
♀	O	O
️	O	O

anyone	EN	EN
please	EN	EN
downloadke	MIX-JV-EN	MIX-JV-EN
snk	O	O
9	O	O
-_-	O	O

@matchvaa	O	O
@mlbbfess	O	O
Kyknya	ID	ID
mereka	ID	ID
malah	ID	ID
seneng	ID	ID
dah	ID	ID
kak	ID	ID
,	O	O
ngerasa	ID	ID
jago	ID	ID
sampe	ID	ID
bisa	ID	ID
ngebully	MIX-ID-EN	MIX-ID-EN
seseorang	ID	ID
,	O	O
ngerasa	ID	ID
bangga	ID	ID
bisa	ID	ID
bikin	ID	ID
orang	ID	ID
nge	ID	ID
coklat	ID	ID
,	O	O
nge	ID	ID
feeder	EN	EN
,	O	O
apalagi	ID	ID
kalo	ID	ID
ada	ID	ID
duo	ID	ID
bucin	ID	ID
,	O	O
pasti	ID	ID
bakalan	ID	ID
di	ID	ID
lock	EN	EN
banget	ID	ID
banget	ID	ID
an	EN	ID
,	O	O
ku	ID	ID
aja	ID	ID
heran	ID	ID
sama	ID	ID
manusia	ID	ID
yg	ID	ID
kyk	ID	ID
gitu	ID	ID
kek	ID	ID
,	O	O
sehebat	ID	ID
apa	ID	ID
si	ID	ID
di	ID	ID
rl	EN	EN
smpe	ID	ID
kyk	ID	ID
gtu	ID	ID

@noneknowsbutme	O	O
Mungkin	ID	ID
1.	O	O
Dianggap	ID	ID
aja	ID	ID
udah	ID	ID
setali	ID	ID
sm	ID	ID
pengakuan	ID	O
ahn	O	O
,	O	O
dia	ID	ID
dipanggil	ID	ID
juga	ID	ID
tp	ID	ID
ga	ID	ID
disorot	ID	ID
.	O	O
2.	O	O
Aktornya	ID	ID
gak	ID	ID
dicalling	MIX-ID-EN	MIX-ID-EN
lg	ID	ID
3.	O	O
Jadwalnya	ID	ID
mepet	ID	JV
4.	O	O
Ceritanya	ID	ID
dipersingkat	ID	ID
Atau	ID	ID
...	O	O
Dia	ID	ID
cuma	ID	ID
bumbu	ID	ID
.	O	O
Kedudukannya	ID	ID
di	ID	ID
cerita	ID	ID
kayak	ID	ID
seungjo	O	EN
,	O	O
Jessica	O	ID
,	O	O
yg	ID	ID
sm	ID	ID
sm	ID	ID
gak	ID	ID
dimunculin	ID	ID
lg	ID	ID

@pakantono	O	O
neng	JV	JV
postingane	MIX-ID-JV	MIX-ID-JV
ternyata	ID	ID
yo	JV	JV
akeh	JV	JV
sing	JV	JV
ngebully	MIX-JV-EN	MIX-JV-EN
pak	JV	ID
wkwk	O	O

"	O	O
Hahaha	O	ID
...	O	O
piye	JV	JV
perjalanane	MIX-ID-JV	MIX-ID-JV
?	O	O
Aman	JV	ID
?"	O	O
"	O	O
Jebul	JV	JV
adoh	JV	JV
yaaa	JV	JV
..."	O	O
"	O	O
Aku	ID	JV
nyetir	ID	ID
malah	ID	JV
do	JV	JV
turu	JV	JV
kok	JV	JV
piye	JV	JV
?!"	O	O
https://t.co/IjMVKZyf8u	O	O

@dwikkids23	O	O
@andrypriyanta	O	O
Sisan	JV	O
lewatke	JV	O
sek	JV	JV
luwih	JV	JV
adoh	JV	JV
mawon	JV	JV
.	O	O
Ben	JV	JV
genep	JV	O
4jam	JV	ID
perjalanane	MIX-ID-JV	MIX-ID-JV

Beli	ID	ID
lemonilo	O	O
lewat	ID	ID
tokped	O	O
dengan	ID	ID
ongkir	ID	ID
yang	ID	ID
lumayan	ID	ID
karena	ID	ID
nunggu	ID	ID
beli	ID	ID
offline	EN	EN
di	ID	ID
Kalimantan	O	EN
itu	ID	ID
pasti	ID	ID
masih	ID	ID
lama	ID	ID
.	O	O
Dan	ID	ID
berharap	ID	ID
banget	ID	ID
karena	ID	ID
beli	ID	ID
pas	ID	ID
udah	ID	ID
official	EN	EN
launching	EN	ID
semoga	ID	ID
chance	EN	O
dapat	ID	ID
pc	EN	EN
dream	EN	ID
bisa	ID	ID
lebih	ID	ID
besar	ID	ID
📉	O	O
https://t.co/Awp0L51iXE	O	O

Dibilang	ID	ID
jangan	ID	ID
terlalu	ID	ID
independence	EN	ID
sama	ID	ID
temen	ID	ID
kelas	ID	ID
hehe	O	O
.	O	O
Im	EN	EN
ok	EN	EN
,	O	O
totally	EN	EN
ok	EN	EN
,	O	O
malah	ID	ID
terharu	ID	ID
karena	ID	ID
it	EN	EN
sounds	EN	EN
like	EN	EN
she	EN	EN
cares	EN	EN
abt	EN	EN
me	EN	EN
yang	ID	ID
sering	ID	ID
sendirian	ID	ID
.	O	O
Nggak	ID	ID
cuma	ID	ID
ngomong	ID	ID
,	O	O
dia	ID	ID
juga	ID	ID
nemenin	ID	ID
ke	ID	ID
every	EN	EN
place	EN	EN
i	EN	EN
want	EN	EN
to	EN	EN
visit	EN	EN
&	O	O
amp	O	O
;	O	O
help	EN	EN
me	EN	EN
to	EN	EN
looking	EN	EN
for	EN	EN
what	EN	EN
i	EN	EN
need	EN	EN
😄	O	O
thank	EN	EN
u	EN	EN
:)	O	O
xixi	O	O

mbuh	JV	JV
:p	O	O
RT	EN	EN
@adinatayohanes_:	O	O
@wusananingdyah	O	O
wes	JV	JV
dilogout	MIX-JV-EN	MIX-JV-EN
durung	JV	JV
twitterku	JV	JV
nang	JV	JV
hpmu	MIX-JV-EN	MIX-JV-EN
.?	O	O
(⌣_⌣)	O	O

aik	O	O
shopee	O	O
bagi	ID	ID
voucher	EN	EN
tapi	ID	ID
seller	EN	EN
larang	ID	JV
kita	ID	ID
guna	ID	ID
?	O	O
https://t.co/IH7aQc7dPz	O	O

pagi	ID	ID
jiminie	O	O
,	O	O
ayang	ID	ID
lagi	ID	ID
apa	ID	ID
nih	ID	ID
,	O	O
masih	ID	ID
bobo	EN	ID
ya	ID	ID
?	O	O
jangan	ID	ID
lupa	ID	ID
mam	ID	EN
ya	ID	ID
,	O	O
rest	EN	EN
well	EN	EN
okay	EN	EN
?	O	O
i	EN	EN
miss	EN	EN
u	EN	EN
my	EN	EN
angel	EN	EN
...	O	O
https://t.co/3zXcbYDsHi	O	O

@Hellolap_	O	O
Lap	ID	ID
,	O	O
coba	ID	ID
posting	ID	ID
di	ID	ID
akun	ID	ID
marketplace	EN	EN
.	O	O
Coba	ID	ID
di	ID	ID
Lazada	O	ID
&	O	O
amp	O	O
;	O	O
Tokped	O	O
dulu	ID	ID
,	O	O
dua	ID	ID
itu	ID	ID
trafficnya	MIX-ID-EN	ID
lumayan	ID	ID
.	O	O

Ok	EN	O
...	O	O
Dicopy	MIX-JV-EN	MIX-ID-EN
...	O	O
"@Andreasmenp:	O	JV
Engkug	JV	O
nek	JV	JV
wis	JV	JV
nemu	JV	JV
ganti	JV	JV
golekne	JV	O
aku	JV	JV
yo	JV	JV
#ngakakRT	O	JV
@arief_gundek:	O	O
Alhamdulillah	JV	JV
durung	JV	JV
,	O	O
nek	JV	JV
wes	JV	JV
(	O	O
cont	EN	EN
)	O	O

💙	O	O
twitter	O	O
kalian	ID	ID
setelah	ID	ID
update	EN	EN
jdi	ID	ID
lemot	ID	ID
ga	ID	ID
sih	ID	ID
?	O	O
susah	ID	ID
buka	ID	ID
tweet	EN	EN
foto	ID	ID
loadingnya	MIX-ID-EN	MIX-ID-EN
lama	ID	ID
bgt	ID	ID

gapapa	ID	ID
dah	ID	ID
scene	EN	EN
ewitanya	ID	ID
dicut	MIX-ID-EN	MIX-ID-EN
dlu	ID	ID
🥲	O	O
.	O	O
nanti	ID	ID
nonton	ID	ID
ulang	ID	ID
di	ID	ID
platform	ID	ID
lain	ID	ID
yang	ID	ID
scenenya	MIX-ID-EN	ID
ewitanya	ID	O
kaga	ID	ID
dicut	MIX-ID-EN	MIX-ID-EN
wkwkwk	O	O
.	O	O
soalnya	ID	ID
bulan	ID	ID
puasa	ID	ID
gua	ID	ID
ga	ID	ID
ada	ID	ID
tontonan	ID	ID
😭	O	O
,	O	O
gua	ID	ID
cuma	ID	ID
mau	ID	ID
nonton	ID	ID
plot	ID	EN
crime	EN	ID
nya	ID	ID
aja	ID	ID
ahahahaha	O	ID
😩	O	O

@niska_ardian	O	O
downloadke	MIX-JV-EN	MIX-JV-EN
ini	ID	ID
ndang	JV	JV
please	EN	EN
http://t.co/RVtyiOA3MM	O	O

pengen	ID	ID
ngeprank	MIX-ID-EN	MIX-ID-EN
temen	ID	ID
aku	ID	ID
tapi	ID	ID
dianya	ID	O
gasuka	ID	ID
diprank	MIX-ID-EN	MIX-ID-EN
😭	O	O

I	EN	EN
used	EN	EN
to	EN	EN
have	EN	EN
someone	EN	EN
to	EN	EN
help	EN	EN
me	EN	EN
with	EN	EN
my	EN	EN
reality	EN	EN
check	EN	EN
after	EN	EN
waking	EN	EN
up	EN	EN
from	EN	EN
a	EN	EN
really	EN	EN
disturbing	EN	EN
dream	EN	EN
just	EN	EN
in	EN	EN
case	EN	EN
I	EN	EN
forget	EN	ID
to	EN	EN
perform	EN	EN
some	EN	EN
.	O	O
Tapi	ID	ID
kurang	ID	ID
efektif	ID	ID
karena	ID	ID
gatau	ID	ID
kapan	ID	ID
dia	ID	ID
bisa	ID	ID
angkat	ID	ID
telepon	ID	ID
atau	ID	ID
nggak	ID	ID
dan	ID	ID
kasian	ID	ID
juga	ID	ID
jadi	ID	ID
dibangunin	ID	EN
terus	ID	ID
tiap	ID	ID
past	EN	ID
midnight	EN	ID
.	O	O

Endi	JV	O
serial	EN	O
numbere	MIX-JV-EN	O
?	O	O
Piye	JV	JV
nginstalle	MIX-JV-EN	MIX-JV-EN
?	O	O
-_-	O	O

@sbyfess	O	O
Minum	ID	JV
youc1000	O	JV
,	O	O
sing	JV	JV
botol	ID	ID
kaca	ID	JV
ojok	JV	JV
lali	JV	JV
minume	MIX-ID-JV	MIX-ID-JV
selesai	ID	ID
makan	ID	ID
ben	JV	JV
gk	JV	JV
perih	JV	ID
nang	JV	JV
weteng	JV	O

️️	O	O
️️	O	EN
Ada	ID	ID
satu	ID	ID
scene	EN	EN
yang	ID	ID
menurut	ID	ID
saya	ID	ID
lucu	ID	ID
banget	ID	ID
,	O	O
pas	ID	ID
Jaka	O	ID
bilang	ID	ID
dibumbuin	ID	EN
untuk	ID	ID
jasad	ID	ID
yang	ID	ID
terbakar	ID	ID
.	O	O
Jadi	ID	ID
sate	ID	JV
dong	ID	ID
?	O	O
Series	ID	ID
ini	ID	ID
selain	ID	ID
seru	ID	ID
actionnya	MIX-ID-EN	EN
,	O	O
sedihnya	ID	ID
juga	ID	ID
dapet	ID	ID
banget	ID	ID
.	O	O
Siapa	ID	ID
sih	ID	ID
yang	ID	ID
gak	ID	ID
sedih	ID	ID
ngeliat	ID	ID
anak	ID	ID
sekolah	ID	ID
dibully	MIX-ID-EN	MIX-ID-EN
habis-habisan	ID	ID
?	O	O
️️	O	ID
️️	O	O

@moviemenfes	O	O
Hmm	O	O
..	O	O
setau	ID	ID
saya	ID	ID
,	O	O
di	ID	ID
game-nya	MIX-ID-EN	O
karena	ID	ID
jelas	ID	ID
Yen	O	JV
sendiri	ID	ID
susah	ID	ID
banget	ID	ID
untuk	ID	ID
percaya	ID	ID
sama	ID	ID
yang	ID	ID
namanya	ID	ID
‘	O	O
true	EN	ID
love	EN	EN
’	O	O
bahkan	ID	ID
saat	ID	ID
sama	ID	ID
Geralt	O	O
pun	ID	ID
begitu	ID	ID
.	O	O
Terus	ID	ID
,	O	O
dia	ID	ID
tipe	ID	ID
yang	ID	ID
memang	ID	ID
lebih	ID	ID
mementingkan	ID	ID
power	EN	EN
banget	ID	ID
,	O	O
dibanding	ID	ID
hal-hal	ID	ID
lainnya	ID	ID
,	O	O
which	EN	EN
is	EN	EN
,	O	O
it	EN	EN
can	EN	EN
hurt	EN	EN
someone	EN	EN
-	O	O
c	O	O
-	O	O

@BankMegaID	O	O
Tadi	ID	ID
sudah	ID	ID
telp	ID	ID
,	O	O
Skrg	ID	ID
Cuma	ID	ID
archive	EN	ID
aja	ID	ID
kok	ID	ID
mbak	ID	ID
,	O	O
buat	ID	ID
ngingetin	ID	ID
CS	EN	EN
Bank	O	O
Mega	O	O
buat	ID	ID
Menutup	ID	ID
KK	ID	ID
sy	ID	ID
.	O	O
Tolong	ID	ID
direminder	MIX-ID-EN	MIX-ID-EN
bagian	ID	ID
penutup	ID	ID
kartunya	ID	ID
,	O	O
sy	ID	ID
sudah	ID	ID
terbuang	ID	ID
waktu	ID	ID
banyak	ID	ID
dari	ID	ID
semalam	ID	ID
Pelayanan	ID	ID
Bank	O	O
Mega	O	O
Gak	ID	ID
Bagus	ID	ID
dan	ID	ID
Hancur	ID	ID
.	O	O

@simrvto	O	O
Gaperlu	ID	O
ditunjukkin	ID	ID
kak	ID	ID
cuma	ID	ID
nanya	ID	ID
aja	ID	ID
,	O	O
udh	ID	ID
cukup	ID	ID
dijawab	ID	ID
ama	ID	ID
kakaknya	ID	ID
.	O	O
Penggunaan	ID	ID
kata	ID	ID
"	O	O
item	ID	ID
leher	ID	ID
"	O	O
itu	ID	ID
gak	ID	ID
banget	ID	ID
jdi	ID	ID
lain	ID	ID
kali	ID	ID
tolong	ID	ID
difilter	ID	ID
juga	ID	ID
kata-katanya	ID	ID
.	O	O
Bisa	ID	ID
menyinggung	ID	ID
orang	ID	ID
.	O	O

auwaaaah	O	O
wis	JV	JV
aaah	O	JV
ALAY	ID	O
neeee	O	JV
-___-	O	O
shooping	EN	JV
sek	JV	JV
:p	O	O
RT	EN	EN
@kanisadira:	O	O
Ya	ID	ID
ampun	ID	ID
bar	JV	ID
di	ID	ID
terbang	ID	ID
ke	ID	ID
dijatuhke	MIX-ID-JV	MIX-ID-JV
ke	ID	ID
bumi	ID	ID
(˘̩̩̩_˘̩̩̩)-σ	O	EN

Dulu	ID	ID
kan	ID	ID
gue	ID	ID
...	O	O
Erza	O	ID
Scarlet	O	ID
💀	O	O
💀	O	O
💀	O	O
wkwkw	O	O
fak	EN	EN
gue	ID	ID
udah	ID	ID
ngakak	ID	ID
Nah	ID	ID
,,,	O	O
dulu	ID	ID
mah	ID	ID
ya	ID	ID
kalo	ID	ID
di	ID	ID
rp	EN	EN
facebook	O	ID
mau	ID	ID
pacaran	ID	ID
rp	EN	EN
ya	ID	ID
tinggal	ID	ID
send	EN	EN
iseng	ID	ID
aja	ID	ID
,	O	O
diaccept	MIX-ID-EN	MIX-ID-EN
yaudah	ID	ID
,	O	O
ngga	ID	ID
yaudah	ID	ID
.	O	O
Tapi	ID	ID
ada	ID	ID
yang	ID	ID
pdkt	ID	ID
dulu	ID	ID
,	O	O
adaaa	ID	ID
:^)	O	O

Tuhan	ID	ID
kenapa	ID	ID
harus	ID	ID
ada	ID	ID
cowok	ID	ID
sek	JV	JV
senenge	JV	JV
karo	JV	JV
wong	JV	JV
wedok	JV	JV
high	EN	EN
spek	EN	O
tp	JV	JV
mbareng	JV	JV
etuk	JV	JV
njuk	JV	JV
dilarani	JV	O
maksude	JV	JV
opo	JV	JV
jal	JV	JV
aku	JV	JV
pengene	JV	O
everybody	JV	JV
happy	EN	EN

@genkstrx	O	O
Wes	JV	JV
genah	JV	JV
tpi	JV	JV
dasar	JV	ID
hpne	MIX-JV-EN	MIX-JV-EN
juga	ID	ID
jadul	ID	ID

@taegyubuy	O	O
Tolong	ID	ID
disupport	MIX-ID-EN	MIX-ID-EN
pakai	ID	ID
spay	EN	O

Nyari	ID	ID
karaokenya	ID	ID
ini	ID	ID
lagu	ID	ID
susah	ID	ID
amat	ID	ID
woi	ID	ID
:(	O	O
Never	EN	EN
Be	EN	EN
by	EN	EN
Ernesto	O	EN
https://t.co/7j66N53PbD	O	O

@Mcmay30665465	O	O
@DwiPrasetyaSan1	O	O
@cawfein	O	O
@idextratime	O	O
@FabrizioRomano	O	ID
busquets	O	O
Kessie	O	O
-	O	O
FDJ	O	EN
passingnya	MIX-ID-EN	MIX-ID-EN
bagus	ID	ID
si	O	ID
kessie	O	ID
,	O	O
juga	ID	ID
ngelindungin	ID	O
busquets	O	O
dari	ID	ID
counter	EN	O
attack	EN	EN

Ini	ID	ID
projectnya	MIX-ID-EN	MIX-ID-EN
belom	ID	ID
ada	ID	ID
loh	ID	ID
,	O	O
dia	ID	ID
baru	ID	ID
spill	EN	EN
doang	ID	ID
loh	ID	ID
,	O	O
emang	ID	ID
kalo	ID	ID
dispill	MIX-ID-EN	ID
kemarin	ID	ID
,	O	O
projectnya	MIX-ID-EN	MIX-ID-EN
harus	ID	ID
banget	ID	ID
keluar	ID	ID
besokannya	ID	ID
?	O	O
Enggak	ID	ID
kan	ID	ID
?	O	O
Kenapa	ID	ID
deh	ID	ID
langsung	ID	ID
disebut	ID	ID
pemberi	ID	ID
harapan	ID	ID
palsu	ID	O

....	O	O
DISUBSCRIBE	MIX-ID-EN	MIX-ID-EN
OSHI	O	O
GAK	ID	ID
TUH	ID	ID
I	O	EN
-	O	O
.....	O	O
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	O	O

Dimsum	O	O
1000an	ID	O
lagi	ID	ID
ngetrend	MIX-ID-EN	MIX-ID-EN
kayanya	ID	ID

its	EN	EN
totally	EN	EN
okay	EN	EN
to	EN	EN
tired	EN	EN
.	O	O
go	EN	EN
get	EN	EN
some	EN	EN
rest	EN	EN
for	EN	EN
better	EN	EN
feeling	EN	EN
,	O	O
slow	EN	EN
progress	EN	EN
is	EN	EN
also	EN	EN
progress	EN	EN
,	O	O
guys	EN	EN
.	O	O
gpp	ID	ID
ngerasa	ID	ID
tertinggal	ID	ID
,	O	O
gue	ID	ID
paham	ID	ID
gimana	ID	ID
tertekannya	ID	ID
,	O	O
jgn	ID	ID
ngerasa	ID	ID
sendiri	ID	ID
dan	ID	ID
jgn	ID	ID
ngerasa	ID	ID
ga	ID	ID
bisa	ID	ID
to	EN	EN
face	EN	EN
this	EN	EN
struggle	EN	EN
,	O	O
semangat	ID	ID
semuanya	ID	ID
!	O	O
💖	O	O

@Rahmahpink22	O	O
@tanyakanrl	O	O
Soalnya	ID	ID
di	ID	ID
sana	ID	ID
sudah	ID	ID
ada	ID	ID
UUnya	ID	EN
jg	ID	ID
sih	ID	ID
makanya	ID	ID
camera	EN	EN
hp	EN	EN
kagak	ID	ID
bisa	ID	ID
disilent	MIX-ID-EN	MIX-ID-EN
cmiiw	EN	EN

@gabseknath	O	O
gabs	ID	O
gmn	ID	ID
caranya	ID	ID
gue	ID	ID
bs	ID	ID
diacc	MIX-ID-EN	MIX-ID-EN
ig	O	O
oleh	ID	ID
arsena	O	ID
huhuhu	ID	O
😭	O	O
😭	O	O
😭	O	O
anw	EN	EN
gue	ID	ID
baru	ID	ID
nemu	ID	ID
akun	ID	ID
ig	O	O
lo	ID	ID
udah	ID	ID
gue	ID	ID
follow	EN	EN
i	EN	EN
hope	EN	EN
we	EN	EN
can	EN	EN
get	EN	EN
some	EN	EN
fun	EN	EN
together	EN	EN
ok	EN	EN
luv	EN	EN
have	EN	EN
a	EN	EN
nice	EN	EN
day	EN	EN

@just_awesome25	ID	O
Aku	ID	ID
tau	ID	ID
robot	ID	ID
ini	ID	ID
sedang	ID	ID
di	ID	ID
tes	ID	ID
,	O	O
tapi	ID	ID
entah	ID	ID
knp	ID	ID
hati	ID	ID
kecil	ID	ID
ini	ID	ID
sedih	ID	ID
ngeliat	ID	ID
robotnya	ID	ID
kek	ID	ID
dibully	MIX-ID-EN	MIX-ID-EN
wkwkwk	O	O

@catzwiink	O	O
Kenapa	ID	ID
topiknya	ID	JV
gk	ID	ID
dibreak	MIX-ID-EN	MIX-ID-EN
down	EN	EN
aja	ID	ID
,	O	O
pril	O	ID
.	O	O
Dibikin	ID	ID
kek	ID	ID
kerangka	ID	O
satu	ID	ID
lembar	ID	ID
terus	ID	ID
baru	ID	ID
dirundingkan	ID	ID
lagi	ID	ID
.	O	O
Jadi	ID	ID
judulnya	ID	ID
bisa	ID	ID
nyusul	ID	ID
yg	ID	ID
penting	ID	ID
udah	ID	ID
tau	ID	ID
apa	ID	ID
yg	ID	ID
mau	ID	ID
dibikin	ID	ID

@brinashabi	O	O
Ya	ID	ID
ilah	ID	ID
ribet	JV	ID
amat	ID	ID
sama	ID	ID
yg	ID	ID
senior	ID	ID
/	O	O
atasan	ID	ID
ngeadd	MIX-ID-EN	MIX-ID-EN
..	O	O
sosmed2	ID	ID
pribadi	ID	ID
lo	ID	ID
,	O	O
suka2	ID	ID
aje	ID	ID
yg	ID	ID
mo	ID	ID
diadd	MIX-ID-EN	ID
ato	ID	ID
ga	ID	ID
.	O	O
Tinggal	ID	ID
blg	ID	ID
,	O	O
maaf	ID	ID
udah	ID	ID
ga	ID	ID
aktif	ID	ID
di	ID	ID
sosmed	ID	ID
abc	O	EN
🤣	O	O

@tdcs304	O	ID
projectnya	MIX-ID-EN	MIX-ID-EN
gimana	ID	ID
kah	ID	ID
za	O	O
?	O	O
ehiya	ID	ID
sih	ID	ID
lg	ID	ID
minggu2	ID	ID
uts	ID	ID
yah	ID	ID
:")	O	O

@hanifahrii	O	O
@anindits_	O	O
@talithafauziaf	O	O
Wkwkw	O	O
wes	JV	JV
dikick	MIX-JV-EN	MIX-JV-EN
seko	JV	JV
grup	JV	JV
bimbingan	JV	ID
lurz	JV	ID

ini	ID	ID
padahal	ID	ID
behind	EN	EN
story-nya	MIX-ID-EN	MIX-ID-EN
si	O	O
raka	O	O
kasian	ID	ID
banget	ID	ID
hueee	O	O

@smartfrenworld	O	O
@andromax	O	ID
karna	ID	ID
kl	ID	ID
buat	ID	ID
ngebrowsing	MIX-ID-EN	MIX-ID-EN
sama	ID	ID
ngegame	MIX-ID-EN	MIX-ID-EN
pasti	ID	ID
lancar	ID	ID
jaya	ID	ID
kaya	ID	ID
jln	ID	ID
tol	ID	ID
:-)	O	ID
#go4Gready	O	ID

@t8eby	O	O
iye	ID	ID
mic	EN	EN
nya	ID	ID
aja	ID	ID
dimute	MIX-ID-EN	MIX-ID-EN

Customer	EN	O
:	O	O
saya	ID	ID
mau	ID	ID
tau	ID	ID
ini	ID	ID
problemnya	ID	ID
apa	ID	ID
kok	ID	ID
gak	ID	ID
jalan2	ID	ID
?	O	O
Me	EN	EN
:	O	O
problemnya	ID	ID
*	O	O
blablabla	O	O
Customer	EN	ID
:	O	O
saya	ID	ID
gamau	ID	ID
tau	ID	ID
,	O	O
pokonya	ID	ID
projectnya	MIX-ID-EN	MIX-ID-EN
harus	ID	ID
jalan	ID	ID
Me	EN	EN
:	O	O
???	O	O

@budakatasan	O	O
tunggu	ID	ID
batalan	ID	ID
saya	ID	ID
mbak	ID	ID
,	O	O
jam	ID	ID
0123.	ID	ID
tiket	ID	ID
gumarang	ID	EN
bisnis	ID	ID
.	O	O
tadi	ID	ID
nomer	ID	ID
virtual	EN	ID
account-nya	MIX-ID-EN	ID
lupa	ID	ID
belum	ID	ID
dicopy	MIX-ID-EN	MIX-ID-EN
,	O	O
kirain	ID	ID
nomer	ID	ID
virtual	EN	ID
account	EN	EN
sama2	ID	ID
aja	ID	ID
kaya	ID	ID
pesanan	ID	ID
sebelumnya	ID	ID
,	O	O
ternyata	ID	ID
tiap	ID	ID
pesan	ID	ID
,	O	O
nomer	ID	ID
VA-nya	MIX-ID-EN	ID
beda2	O	ID
🤦🏽‍♂	O	O
️	O	O

@YAOIBASERP	O	O
Dulu	ID	ID
pernah	ID	ID
,	O	O
gua	ID	ID
yang	ID	ID
ngajak	ID	ID
tapi	ID	ID
gua	ID	ID
juga	ID	ID
yang	ID	ID
mencak	ID	ID
mencak	ID	ID
.	O	O
Niatnya	ID	ID
mau	ID	ID
break	EN	EN
seminggu	ID	ID
,	O	O
baru	ID	ID
2	O	O
hari	ID	ID
udah	ID	ID
kangen	ID	ID
.	O	O
Setelah	ID	ID
break	EN	EN
jadi	ID	ID
makin	ID	ID
lengket	ID	EN
.	O	O
Ga	ID	ID
harus	ID	ID
ada	ID	ID
.	O	O

aku	ID	ID
dengerin	ID	ID
podcast	EN	EN
jumat	ID	ID
